,bookId,title,author,description,genres,characters,places,language,publish_date,avg_rating
10,10,Hatchet,Gary Paulsen,"Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure.,Brian had been distraught over his parents' im,Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure.,Brian had been distraught over his parents' impending divorce and the secret he carries about his mother, but now he is truly desolate and alone. Exhausted, terrified, and hungry, Brian struggles to find food and make a shelter for himself. He has no special knowledge of the woods, and he must find a new kind of awareness and patience as he meets each day's challenges. Is the water safe to drink? Are the berries he finds poisonous?,Slowly, Brian learns to turn adversity to his advantage--an invading porcupine unexpectedly shows him how to make fire, a devastating tornado shows him how to retrieve supplies from the submerged airplane. Most of all, Brian leaves behind the self-pity he has felt about his predicament as he summons the courage to stay alive.,A story of survival and of transformation, this riveting book has sparked many a reader's interest in venturing into the wild.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Young Adult,Fiction,Adventure,Classics,Adventure,Survival,Childrens,Childrens,Middle Grade,Realistic Fiction,Academic,School,Academic,Read For School",Brian Robeson,Canada,English,April 1st 2000,3.74
11,11,El hacha,Gary Paulsen,"Brian viaja en una avioneta como único pasajero. Va a reunirse con su padre que trabaja en unos campos petrolíferos. De repente, el piloto sufre un ataque cardiaco, muere, y la avioneta se precipita en las aguas del lago. Brian no tiene nada más que el hacha, que le regaló su madre al despedirse, para luchar e intentar sobrevivir.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Young Adult,Fiction,Adventure,Classics,Adventure,Survival,Childrens,Childrens,Middle Grade,Realistic Fiction,Academic,School,Academic,Read For School",Brian Robeson,Canada,Spanish,March 1st 1996,3.74
12,12,Heidi,"Johanna Spyri,Beverly Cleary,Angelo  Rinaldi","Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she dreams of returning to the mountains and meadows, her friend Peter, and her beloved grandfather.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Fiction,Childrens,Young Adult,Historical,Historical Fiction,Childrens,Middle Grade,Historical,Literature,19th Century,Childrens,Childrens Classics,Childrens,Juvenile","Heidi,Clara,Peter,Uncle Alm",Switzerland,English,November 15th 2002,3.99
13,13,Cinnamon and Roses,Heidi Betts,"A plain, hardworking seamstress, Rebecca had no business being attracted to wealthy Caleb Adams. Born fatherless in a brothel Rebecca knew what males were made of. And Caleb was clearly as faithless as they came, scandalizing their Kansas cowtown with his fancy city women. Though his carnal lips tempted Rebecca beyond reason, she couldn't afford to love a man like Caleb. F,A plain, hardworking seamstress, Rebecca had no business being attracted to wealthy Caleb Adams. Born fatherless in a brothel Rebecca knew what males were made of. And Caleb was clearly as faithless as they came, scandalizing their Kansas cowtown with his fancy city women. Though his carnal lips tempted Rebecca beyond reason, she couldn't afford to love a man like Caleb. For the price might be another fatherless babe....,Why, Caleb mused, would he be drawn to a calico-clad dressmaker when sirens in silk were his for the asking? Still, innocent Rebecca unaccountably stirred him. Left him indifferent to costly perfumes. Made him crave her simpler scents of cinnamon and roses. Caleb vowed to trust no woman with his heart. But he had to have sweet Rebecca no matter what the cost....","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Romance,Historical Romance,Romance,Historical,Romance,Western Romance","Caleb Adams,Rebecca","Leavenworth, Kansas",English,January 1st 2000,3.86
14,14,God Emperor of Dune,Frank Herbert,"Centuries have passed on Dune, and the planet is green with life. Leto, the son of Dune's savior, is still alive but far from human, and the fate of all humanity hangs on his awesome sacrifice...\Rich fare...heady stuff.\--,Centuries have passed on Dune, and the planet is green with life. Leto, the son of Dune's savior, is still alive but far from human, and the fate of all humanity hangs on his awesome sacrifice...\Rich fare...heady stuff.\--","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Space,Space Opera,Philosophy,Novels,Religion,Speculative Fiction","Leto Atreides II,Duncan Idaho",Arrakis,English,June 15th 1987,3.86
15,15,Dune,"Frank Herbert,Brian Herbert","Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis,,is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family—and would bring to fruition humankind's most ancient and unattainable dream.,A stunning blend of adve,Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis,,is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family—and would bring to fruition humankind's most ancient and unattainable dream.,A stunning blend of adventure and mysticism, environmentalism and politics,,won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Classics,Science Fiction Fantasy,Audiobook,Space,Space Opera,Novels,Adventure,Adult","Stilgar,Vladimir Harkonnen,Duncan Idaho,Leto Atreides,Paul Atreides,Alia Atreides,Lady Jessica,Shaddam IV,Gurney Halleck","Arrakis,Caladan,Giedi Prime,Harko,Arrakin,Sietch Tabr",English,August 2nd 2005,4.23
16,16,Chapterhouse: Dune,Frank Herbert,"The desert planet Arrakis, called Dune, has been destroyed. Now, the Bene Gesserit, heirs to Dune's power, have colonized a green world--and are turning it into a desert, mile by scorched mile.,Here is the last book,wrote before his death. A stunning climax to the epic Dune legend that will live on forever...,The desert planet Arrakis, called Dune, has been destroyed. Now, the Bene Gesserit, heirs to Dune's power, have colonized a green world--and are turning it into a desert, mile by scorched mile.,Here is the last book,wrote before his death. A stunning climax to the epic Dune legend that will live on forever...","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Space,Space Opera,Space,Novels,Adventure,Audiobook","Duncan Idaho,Miles Teg,Darwi Odrade,Scytale",Chapter House,English,July 1st 1987,3.92
17,17,Dune Messiah,Frank Herbert,"continues the story of the man Muad'dib, heir to a power unimaginable, bringing to completion the centuries-old scheme to create a super-being.\Brilliant...It is all that,was, and maybe a little bit more.\--,continues the story of the man Muad'dib, heir to a power unimaginable, bringing to completion the centuries-old scheme to create a super-being.\Brilliant...It is all that,was, and maybe a little bit more.\--","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Space,Space Opera,Audiobook,Novels,Speculative Fiction,Space","Stilgar,Duncan Idaho,Scytale,Paul Atreides,Alia Atreides",Arrakis,English,July 15th 1987,3.89
18,18,Dios emperador de Dune,"Frank Herbert,Montserrat Conill","Esta cuarta entrega de la saga Dune centra su trama en la figura mesiánica de Leto Atreides II hijo de Paul Atreides, héroe cuya estirpe hunde sus raíces en la legendaria casa griega de los Atridas y nos lleva, a través de diversos dilemas éticos, a comprender los mitos que necesita la humanidad y a los héroes que los encarnan. El futuro, en el mundo de Dune, pertenece s,Esta cuarta entrega de la saga Dune centra su trama en la figura mesiánica de Leto Atreides II hijo de Paul Atreides, héroe cuya estirpe hunde sus raíces en la legendaria casa griega de los Atridas y nos lleva, a través de diversos dilemas éticos, a comprender los mitos que necesita la humanidad y a los héroes que los encarnan. El futuro, en el mundo de Dune, pertenece solo a los que son capaces de pensar por sí mismos... Esta saga apasionante plantea por primera vez de forma completa, racional y convincente todo un mundo absolutamente diferente del nuestro. Sus referencias a los problemas ecológicos, el poder de las drogas y la fuerza psicológica de los mitos la han covertido en una obra de culto para millones de lectores en todo el mundo.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Space,Space Opera,Philosophy,Novels,Religion,Speculative Fiction","Leto Atreides II,Duncan Idaho",Arrakis,Spanish,October 30th 2003,3.86
19,19,Children of Dune,Frank Herbert,"The desert planet of Arrakis has begun to grow green and lush. The life-giving spice is abundant. The nine-year-old royal twins, possesing their father's supernatural powers, are being groomed as Messiahs.,But there are those who think the Imperium does not need messiahs...,The desert planet of Arrakis has begun to grow green and lush. The life-giving spice is abundant. The nine-year-old royal twins, possesing their father's supernatural powers, are being groomed as Messiahs.,But there are those who think the Imperium does not need messiahs...","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Space,Space Opera,Novels,Audiobook,Speculative Fiction,Epic","Leto Atreides II,Muad'dib,Stilgar,Vladimir Harkonnen,Duncan Idaho,Paul Atreides,Alia Atreides,Lady Jessica,Gurney Halleck","Arrakis,Sietch Tabr,Salusa Secundus",English,May 15th 1987,3.94
20,20,Heretics of Dune,Frank Herbert,"With more than ten million copies sold,,'s magnificent,books stand among the major achievements of the human imagination. In this, the fifth and most spectacular,book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children o,With more than ten million copies sold,,'s magnificent,books stand among the major achievements of the human imagination. In this, the fifth and most spectacular,book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children of Dune's children awaken from empire as from a dream, wielding the new power of a heresy called love...","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Space,Space Opera,Classics,Novels,Space,Audiobook,Speculative Fiction","Miles Teg,Scytale,Darwi Odrade,Duncan Idaho,Sheeana,Tamalane,Alma Mavis Taraza,Lucilla,Tylwyth Waff","Arrakis,Gammu",English,August 15th 1987,3.87
21,21,The Power of One,Bryce Courtenay,"In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a,In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Fiction,Historical,Historical Fiction,Cultural,Africa,Classics,Southern Africa,South Africa,Young Adult,Coming Of Age,Historical,Young Adult,Novels,Book Club","\Doc\ Bradley Stanwick,Peekay,Geel Piet,Morris Levy,The Judge,Mrs. Boxall,Miss Bornstein",South Africa,English,September 29th 1996,4.32
22,22,Anna Karenina,"Leo Tolstoy,Richard Pevear,Larissa Volokhonsky","Acclaimed by many as the world's greatest novel,,provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky t,Acclaimed by many as the world's greatest novel,,provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.,Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Fiction,Cultural,Russia,Romance,Historical,Historical Fiction,Literature,Literature,Russian Literature,Novels,Literature,19th Century,Classics,Classic Literature","Princess Ekaterina \Kitty\ Aleksandrovna Shcherbatskaya,Anna Arkadyevna Karenina,Count Aleksei Kirillovich Vronsky,Konstantin \Kostya\ Dmitrievitch Levin,Prince Stepan \Stiva\ Arkadyevitch Oblonsky",Russia,English,May 31st 2004,4.06
